product_id,product_category,product_brand,product_series,product_name,product_storage,ram,product_variant,product_color,product_country,product_base_price,product_description,product_image,months_0_3,months_3_6,months_6_11,months_11_more,scratch_screen_1_2,scratch_screen_3_4,multiple_scratches_screen,no_problem,back_glass_broken,loose_screen,touch_not_working,dots_on_display,no_display,glass_cracked,lines_on_display,color_fade,flickering,scratch_body_1_2,scratch_body_3_4,multiple_scratches_body,body_curved,dents_1_or_2,multiple_dents,sensor_issues,front_camera_not_working,back_camera_not_working,volume,finger_print_not_working,face_id_not_working,wifi_issues,vibrator,battery_faulty,charging_port_issue,speaker_not_working,audio_ic_problem,power_button_issue,bluetooth_issue,camera_glass_broken,headphone_jackissue,battery_less_80,battery_greater_80,box,charger,invoice,product_status
1348,1,1,181,Apple iPhone 15 Pro,256 GB,8 GB,8 GB|256 GB|India,,India,64000,Apple iPhone 15 Pro Mobile,Apple_iPhone_15_Pro.jpg,0.01,9,15,20,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,,,2,2,0.01,1
1349,1,1,181,Apple iPhone 15 Pro,512 GB,8 GB,8 GB|512 GB|India,,India,67000,Apple iPhone 15 Pro Mobile,Apple_iPhone_15_Pro.jpg,0.01,8,14,19,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,,,2,2,0.01,1
1350,1,1,181,Apple iPhone 15 Pro,1 TB,8 GB,1 TB,,India,69000,Apple iPhone 15 Pro Mobile,Apple_iPhone_15_Pro.jpg,0.01,9,15,20,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1351,1,1,181,Apple iPhone 15 Pro Max,256 GB,8 GB,8 GB|256 GB|India,,India,73000,Apple iPhone 15 Pro Max Mobile,IMG_6759.jpeg,0.01,9,16,20,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1352,1,1,181,Apple iPhone 15 Pro Max,512 GB,8 GB,8 GB|512 GB|India,,India,77000,Apple iPhone 15 Pro Max Mobile,Apple_iPhone_15_Pro_Max.jpg,0.01,9,16,20,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1353,1,1,181,Apple iPhone 15 Pro Max,1 TB,8 GB,1 TB,,India,80000,Apple iPhone 15 Pro Max Mobile,Apple_iPhone_15_Pro_Max.jpg,0.01,9,16,20,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1747,1,1,192,Apple iPhone 16,128 GB,8 GB,8 GB|128 GB|India,,India,48000,Apple iPhone 16 Mobile,IMG_6756.jpeg,0.01,6,10,14,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1748,1,1,192,Apple iPhone 16,256 GB,8 GB,8 GB|256 GB|India,,India,52500,Apple iPhone 16 Mobile,iphone16plus.jpg,0.01,6,10,14,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1749,1,1,192,Apple iPhone 16,512 GB,8 GB,8 GB|512 GB|India,,India,57000,Apple iPhone 16 Mobile,iphone16.jpg,0.01,6,10,14,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1750,1,1,192,Apple iPhone 16 Plus,128 GB,8 GB,8 GB|128 GB|India,,India,52000,Apple iPhone 16 Plus Mobile,iphone16plus.jpg,0.01,6,11,15,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1751,1,1,192,Apple iPhone 16 Plus,256 GB,8 GB,8 GB|256 GB|India,,India,55500,Apple iPhone 16 Plus Mobile,iphone16plus.jpg,0.01,6,11,15,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1752,1,1,192,Apple iPhone 16 Plus,512 GB,8 GB,8 GB|512 GB|India,,India,59000,Apple iPhone 16 Plus Mobile,iphone16plus.jpg,0.01,6,10,15,2,5,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1753,1,1,192,Apple iPhone 16 Pro,128 GB,8 GB,8 GB|128 GB|India,,India,76000,Apple iPhone 16 Pro Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1754,1,1,192,Apple iPhone 16 Pro,256 GB,8 GB,8 GB|256 GB|India,,India,81000,Apple iPhone 16 Pro Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1755,1,1,192,Apple iPhone 16 Pro,512 GB,8 GB,8 GB|512 GB|India,,India,86000,Apple iPhone 16 Pro Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1756,1,1,192,Apple iPhone 16 Pro,1 TB,8 GB,8 GB|1 TB|India,,India,90500,Apple iPhone 16 Pro Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1757,1,1,192,Apple iPhone 16 Pro Max,256 GB,8 GB,8 GB|256 GB|India,,India,90000,Apple iPhone 16 Pro Max Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1758,1,1,192,Apple iPhone 16 Pro Max,512 GB,8 GB,8 GB|512 GB|India,,India,96000,Apple iPhone 16 Pro Max Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
1759,1,1,192,Apple iPhone 16 Pro Max,1 TB,8 GB,8 GB|1 TB|India,,India,101000,Apple iPhone 16 Pro Max Mobile,iphone16pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2119,1,1,226,Apple iPhone 17,256 GB,8 GB,8 GB|256 GB|India,,India,62500,Apple iPhone 17 Mobile,i17.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2120,1,1,226,Apple iPhone 17,512 GB,8 GB,8 GB|512 GB|India,,India,67000,Apple iPhone 17 Mobile,i17.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2124,1,1,226,Apple iPhone 17e,256 GB,8 GB,8 GB|256 GB|India,,India,45500,Apple iPhone 17e Mobile,i17.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2125,1,1,226,Apple iPhone 17e,512 GB,8 GB,8 GB|512 GB|India,,India,53000,Apple iPhone 17e Mobile,i17.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2121,1,1,226,Apple iPhone 17 Air,256 GB,12 GB,12 GB|256 GB|India,,India,69000,Apple iPhone 17 Air Mobile,i17Air.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2122,1,1,226,Apple iPhone 17 Air,512 GB,12 GB,12 GB|512 GB|India,,India,76000,Apple iPhone 17 Air Mobile,i17Air.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2123,1,1,226,Apple iPhone 17 Air,1 TB,12 GB,12 GB|1 TB|India,,India,85000,Apple iPhone 17 Air Mobile,i17Air.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2126,1,1,226,Apple iPhone 17 Pro,256 GB,12 GB,12 GB|256 GB|India,,India,103000,Apple iPhone 17 Pro Mobile,i17Pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2127,1,1,226,Apple iPhone 17 Pro,512 GB,12 GB,12 GB|512 GB|India,,India,109000,Apple iPhone 17 Pro Mobile,i17Pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2128,1,1,226,Apple iPhone 17 Pro,1 TB,12 GB,12 GB|1 TB|India,,India,115000,Apple iPhone 17 Pro Mobile,i17Pro.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2129,1,1,226,Apple iPhone 17 Pro Max,256 GB,12 GB,12 GB|256 GB|India,,India,113000,Apple iPhone 17 Pro Max Mobile,i17ProMax.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2130,1,1,226,Apple iPhone 17 Pro Max,512 GB,12 GB,12 GB|512 GB|India,,India,118000,Apple iPhone 17 Pro Max Mobile,i17ProMax.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2131,1,1,226,Apple iPhone 17 Pro Max,1 TB,12 GB,12 GB|1 TB|India,,India,124000,Apple iPhone 17 Pro Max Mobile,i17ProMax.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
2132,1,1,226,Apple iPhone 17 Pro Max,2 TB,12 GB,12 GB|2 TB|India,,India,130000,Apple iPhone 17 Pro Max Mobile,i17ProMax.jpg,0.01,6,10,14,1.5,3.75,6,,9,4,20,50,35,29,50,50,50,1.5,4.25,7,17,2.5,9,5,7,13,4,20,23,23,7,12,9,9,9,5,16,4,5,10,5,2,2,0.01,1
